PhraseId,SentenceId,Phrase
84273,4355,"would have been preferable ; after all , being about nothing is sometimes funnier than being about something ."
129490,6962,nine-year-old
103647,5466,Eight Legged Freaks falls flat as a spoof .
28281,1303,to give it a marginal thumbs up
41902,2016,its timid parsing
25040,1142,Discursive but oddly riveting documentary .
107290,5669,people whose lives are anything but
93050,4848,", it would 've reeked of a been-there , done-that sameness ."
55559,2774,"refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one"
147345,8017,complex international terrorism is
40951,1963,\* A \* S \* H '' only this time
78749,4053,riddled
50933,2506,Bollywood films
11772,507,soars
30916,1440,-LRB- Reaches -RRB- wholly believable and heart-wrenching depths of despair .
135949,7343,"farts , urine , feces , semen ,"
44321,2148,turn out to be a bit of a cheat in the end
127008,6829,Ellen Pompeo
26844,1232,"Blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in Kieran Culkin a pitch-perfect Holden ."
93802,4893,"Melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold ."
85852,4443,what experiences you bring to it
25733,1175,where so many of us spend so much of our time
135042,7290,Indian Love Call to Jeanette MacDonald
17571,761,labour
23430,1063,the worst film
60896,3074,American tragedy
80329,4139,... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .
117677,6279,it wore me down
109932,5823,first time around
52048,2568,of the worst movies of the year
145677,7919,", you ca n't help suspecting that it was improvised on a day-to-day basis during production ."
104918,5542,some staggeringly boring cinema
120467,6441,Thurman and
94133,4912,"'s actually pretty funny , but in all the wrong places"
14316,617,the giant screen and
154247,8427,at once intimate and universal cinema
99185,5201,war-movie stuff
89030,4627,"a bad movie , just mediocre"
150467,8198,it was neither
84444,4368,"in that it is does not rely on dumb gags , anatomical humor , or character cliches"
2735,105,please his mom
21480,961,studio hack
118695,6344,ants
133717,7213,aristocrats '
112852,5993,"A perfect example of rancid , well-intentioned , but shamelessly manipulative movie making"
28975,1342,any movie
75616,3876,into the story
42945,2074,is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .
126877,6821,had no trouble sitting for Blade II .
54474,2707,comic effects
6135,244,cuss him
99857,5239,are actually fascinating
2782,107,memory
90661,4719,'s not original enough
85271,4408,a twisting
69210,3517,giddy and
55394,2765,"is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer"
96944,5067,no problem giving it an unqualified recommendation
141621,7684,At three hours and with very little story or character development
24912,1135,in which they lived
7861,320,substantive movie
70297,3580,Eckstraordinarily lame and Severely boring .
27349,1256,virtual
67524,3428,"we make , and the vengeance they"
26694,1224,hip-hop culture in general and
146331,7957,thin soup
12758,549,to keep the story compelling
149806,8156,will only
21612,966,Ferrera and Ontiveros
68067,3454,an episode of the TV
129150,6944,are generally
129129,6944,"all starts to smack of a Hallmark Hall of Fame , with a few four letter words thrown in that are generally not heard on television ."
54496,2708,ever lived
50785,2498,potency
99725,5232,joy and energy
18868,828,"is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''"
40416,1933,director Doug Liman
40794,1955,as exciting to watch as two last-place basketball teams
7494,303,the extent of their outrageousness
95521,4987,"'s made a film that 's barely shocking , barely interesting and most of all , barely anything"
36696,1738,Chouraqui
124686,6700,-LRB- Barry -RRB- gives Assassin a disquieting authority .
92630,4826,big-budget\/all-star
146437,7966,"Some movies were made for the big screen , some for the small screen , and"
117812,6291,in a dysfunctional family
5574,221,the boy-meets-girl posturing of typical love stories
3287,124,prove more potent and riveting than the unlikely story of Sarah and Harrison
153027,8356,"Confuses its message with an ultimate desire to please ,"
150241,8183,wish you were at home watching that movie instead of in the theater watching this one
147615,8033,"brilliantly shines on all the characters , as the direction is intelligently accomplished ."
11263,485,It should have stayed there .
89453,4650,rushed to the megaplexes before its time
8491,352,a relationship like Holly
33808,1589,"moving , portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating"
14271,614,property
82504,4259,McLaughlin
76205,3909,conspirators
62768,3175,scored and powered by a set of heartfelt performances
44836,2175,be delighted simply to spend more time with familiar cartoon characters
10668,452,Pinocchio never quite achieves the feel of a fanciful motion picture .
82410,4255,Avary 's
78071,4018,"this too-extreme-for-TV rendition of the notorious MTV show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps"
79394,4089,Steven Segal
125480,6742,"exploit its gender politics , genre thrills or inherent humor"
118393,6324,be in the genes
39096,1866,"vulgar , sexist"
96894,5066,", be-bop"
152482,8320,about as subtle
121086,6484,see it for the passion
69971,3559,either side
59137,2983,clobbering the audience
4753,182,Signals
71094,3627,cumulative
121400,6503,The film 's unhurried pace is actually one of its strengths .
83116,4289,an amusement
76614,3939,wasted yours
105015,5548,"There 's back-stabbing , inter-racial desire and , most importantly , singing and dancing ."
111157,5892,"Heaven allows , if you wanted to make as anti-Kieslowski a pun as possible"
58213,2933,"recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness"
83050,4286,the whole dead-undead genre
30818,1433,Talkiness is n't necessarily bad
137989,7465,a guarantee
60793,3070,harrowing journey
69511,3533,"this , and more"
55902,2794,much self-centered
47569,2319,", Secret Ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain ."
87304,4528,nevertheless touches a few raw nerves
86210,4463,Killing Me Softly belongs firmly in the so-bad-it 's - good camp .
35296,1659,'s worth the concentration .
44361,2150,a screening
101047,5308,do n't have a clue on the park .
137491,7439,"Like Vardalos and Corbett , who play their roles with vibrant charm"
127927,6882,the harder
61135,3089,have a story and a script
146802,7987,can read the subtitles -LRB- the opera is sung in Italian -RRB- and
20950,935,video store
149681,8148,come from the script 's insistence on providing deep emotional motivation for each and every one of Abagnale 's antics
17080,740,winds up seeming just a little too clever
127767,6871,Not exaggerated
101021,5306,"entertaining and , ultimately , more perceptive"
25312,1157,"continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage"
30512,1417,"the cultural and economic subtext ,"
137511,7439,is heartfelt and hilarious in ways you ca n't fake .
107353,5672,emphasizes style over character and substance
146184,7949,the sophomoric and the sublime
39843,1904,upside
15548,666,its pretensions
85355,4414,"full of cheesy dialogue , but"
152534,8323,Merci pour le movie .
38018,1807,it unexpectedly rewarding
78761,4053,of faith just
94582,4937,aptitude
46826,2279,worthy and devastating
82324,4249,more intense
61090,3086,"Fessenden continues to do interesting work , and"
141982,7700,Gilmore
147579,8030,absolutely essential
76911,3954,offer no easy rewards for staying clean
68965,3503,high-profile name
133264,7189,the most unexpected way
67427,3422,extensive post-production
34790,1637,"An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship ."
30507,1417,"wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals"
124817,6707,"an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life ."
48752,2381,emotionally reserved
148522,8081,"clever and cutting , quick and dirty look"
115038,6128,has nurtured his metaphors at the expense of his narrative
62856,3180,Noyce brings out the allegory with remarkable skill
121604,6517,B-12 shot
13017,560,amazingly
141039,7649,upfront that the plot makes no sense
74126,3794,#NAME?
58148,2930,gets clocked
60925,3077,Robin
111984,5944,"sincere , and"
19244,844,Smith 's
106561,5627,'s also not very good
129266,6951,those living
107134,5660,of the day
117864,6294,is sure to win viewers ' hearts
